date,code,name,volume,open,high,low,close,source_asset,cumulative_factor,adj_open,adj_high,adj_low,adj_close,adj_qa
20190711,4916,事欣科,248880,34.15,34.20,33.95,34.05,yearly_2019.zip,0.8615378316,29.421517,29.464594,29.249209,29.335363,OK
20190712,4916,事欣科,120844,34.00,34.30,34.00,34.10,yearly_2019.zip,0.8615378316,29.292286,29.550748,29.292286,29.378440,OK
20190715,4916,事欣科,238366,33.80,34.10,33.80,34.00,yearly_2019.zip,0.8615378316,29.119979,29.378440,29.119979,29.292286,OK
20190716,4916,事欣科,152035,34.20,34.25,34.00,34.00,yearly_2019.zip,0.8615378316,29.464594,29.507671,29.292286,29.292286,OK
20190717,4916,事欣科,239298,34.00,34.20,34.00,34.05,yearly_2019.zip,0.8615378316,29.292286,29.464594,29.292286,29.335363,OK
20190718,4916,事欣科,130001,34.05,34.20,33.90,33.90,yearly_2019.zip,0.8615378316,29.335363,29.464594,29.206132,29.206132,OK
20190719,4916,事欣科,459300,33.90,34.50,33.90,34.20,yearly_2019.zip,0.8615378316,29.206132,29.723055,29.206132,29.464594,OK
20190722,4916,事欣科,219100,34.10,34.20,33.85,33.90,yearly_2019.zip,0.8615378316,29.378440,29.464594,29.163056,29.206132,OK
20190723,4916,事欣科,113000,34.00,34.00,33.80,33.85,yearly_2019.zip,0.8615378316,29.292286,29.292286,29.119979,29.163056,OK
20190724,4916,事欣科,221044,34.00,34.20,34.00,34.10,yearly_2019.zip,0.8615378316,29.292286,29.464594,29.292286,29.378440,OK
20190725,4916,事欣科,331507,34.10,34.60,34.10,34.50,yearly_2019.zip,0.8615378316,29.378440,29.809209,29.378440,29.723055,OK
20190726,4916,事欣科,221200,34.55,34.65,34.30,34.60,yearly_2019.zip,0.8615378316,29.766132,29.852286,29.550748,29.809209,OK
20190729,4916,事欣科,557410,35.20,35.20,34.85,35.05,yearly_2019.zip,0.8615378316,30.326132,30.326132,30.024593,30.196901,OK
20190730,4916,事欣科,297111,35.05,35.15,34.30,34.40,yearly_2019.zip,0.8615378316,30.196901,30.283055,29.550748,29.636901,OK
20190731,4916,事欣科,106034,34.30,34.60,34.20,34.40,yearly_2019.zip,0.8615378316,29.550748,29.809209,29.464594,29.636901,OK
20190801,4916,事欣科,179078,34.10,34.25,33.80,34.00,yearly_2019.zip,0.8615378316,29.378440,29.507671,29.119979,29.292286,OK
20190802,4916,事欣科,446001,33.70,33.70,33.00,33.00,yearly_2019.zip,0.8615378316,29.033825,29.033825,28.430748,28.430748,OK
20190805,4916,事欣科,178001,33.00,33.00,32.35,32.45,yearly_2019.zip,0.8615378316,28.430748,28.430748,27.870749,27.956903,OK
20190806,4916,事欣科,422304,30.00,31.85,30.00,31.65,yearly_2019.zip,0.8615378316,25.846135,27.439980,25.846135,27.267672,OK
20190807,4916,事欣科,163811,31.70,32.20,31.65,31.80,yearly_2019.zip,0.8615378316,27.310749,27.741518,27.267672,27.396903,OK
20190808,4916,事欣科,203502,31.75,33.00,31.70,32.80,yearly_2019.zip,0.8615378316,27.353826,28.430748,27.310749,28.258441,OK
20190812,4916,事欣科,159750,32.60,33.20,32.60,33.15,yearly_2019.zip,0.8615378316,28.086133,28.603056,28.086133,28.559979,OK
20190813,4916,事欣科,159617,33.15,33.15,32.70,32.90,yearly_2019.zip,0.8615378316,28.559979,28.559979,28.172287,28.344595,OK
20190814,4916,事欣科,477000,32.00,32.80,31.90,32.00,yearly_2019.zip,0.8615378316,27.569211,28.258441,27.483057,27.569211,OK
20190815,4916,事欣科,165003,31.50,31.75,31.15,31.60,yearly_2019.zip,0.8615378316,27.138442,27.353826,26.836903,27.224595,OK
20190816,4916,事欣科,107085,31.85,32.35,31.85,32.35,yearly_2019.zip,0.8615378316,27.439980,27.870749,27.439980,27.870749,OK
20190819,4916,事欣科,117100,32.30,32.95,32.30,32.35,yearly_2019.zip,0.8615378316,27.827672,28.387672,27.827672,27.870749,OK
20190820,4916,事欣科,144600,32.75,33.00,32.50,32.75,yearly_2019.zip,0.8615378316,28.215364,28.430748,27.999980,28.215364,OK
20190821,4916,事欣科,1064600,33.70,35.00,33.70,34.00,yearly_2019.zip,0.8615378316,29.033825,30.153824,29.033825,29.292286,OK
20190822,4916,事欣科,317450,34.15,34.40,33.35,33.55,yearly_2019.zip,0.8615378316,29.421517,29.636901,28.732287,28.904594,OK
20190823,4916,事欣科,317301,33.55,33.75,33.05,33.50,yearly_2019.zip,0.8615378316,28.904594,29.076902,28.473825,28.861517,OK
20190826,4916,事欣科,214087,33.30,33.30,32.80,32.90,yearly_2019.zip,0.8615378316,28.689210,28.689210,28.258441,28.344595,OK
20190827,4916,事欣科,158005,33.25,33.65,32.95,32.95,yearly_2019.zip,0.8615378316,28.646133,28.990748,28.387672,28.387672,OK
20190828,4916,事欣科,111606,33.15,33.20,32.80,33.00,yearly_2019.zip,0.8615378316,28.559979,28.603056,28.258441,28.430748,OK
20190829,4916,事欣科,120400,32.85,33.00,32.75,33.00,yearly_2019.zip,0.8615378316,28.301518,28.430748,28.215364,28.430748,OK
20190830,4916,事欣科,202519,33.05,33.30,32.95,33.05,yearly_2019.zip,0.8615378316,28.473825,28.689210,28.387672,28.473825,OK
20190902,4916,事欣科,166711,33.00,33.30,33.00,33.00,yearly_2019.zip,0.8615378316,28.430748,28.689210,28.430748,28.430748,OK
20190903,4916,事欣科,102223,33.15,33.20,32.80,33.10,yearly_2019.zip,0.8615378316,28.559979,28.603056,28.258441,28.516902,OK
20190904,4916,事欣科,150201,33.10,33.20,32.90,33.20,yearly_2019.zip,0.8615378316,28.516902,28.603056,28.344595,28.603056,OK
20190905,4916,事欣科,187618,33.30,33.35,33.15,33.25,yearly_2019.zip,0.8615378316,28.689210,28.732287,28.559979,28.646133,OK
20190906,4916,事欣科,176864,33.35,33.40,33.10,33.35,yearly_2019.zip,0.8615378316,28.732287,28.775364,28.516902,28.732287,OK
20190909,4916,事欣科,63101,33.45,33.45,33.05,33.05,yearly_2019.zip,0.8615378316,28.818440,28.818440,28.473825,28.473825,OK
20190910,4916,事欣科,103010,33.30,33.30,32.60,32.75,yearly_2019.zip,0.8615378316,28.689210,28.689210,28.086133,28.215364,OK
20190911,4916,事欣科,246222,32.85,33.65,32.85,33.50,yearly_2019.zip,0.8615378316,28.301518,28.990748,28.301518,28.861517,OK
20190912,4916,事欣科,119220,33.70,33.70,33.25,33.35,yearly_2019.zip,0.8615378316,29.033825,29.033825,28.646133,28.732287,OK
20190916,4916,事欣科,222004,33.35,33.35,32.70,32.80,yearly_2019.zip,0.8615378316,28.732287,28.732287,28.172287,28.258441,OK
20190917,4916,事欣科,78202,32.80,33.00,32.75,32.85,yearly_2019.zip,0.8615378316,28.258441,28.430748,28.215364,28.301518,OK
20190918,4916,事欣科,63683,33.00,33.30,33.00,33.10,yearly_2019.zip,0.8615378316,28.430748,28.689210,28.430748,28.516902,OK
20190919,4916,事欣科,93301,33.35,33.35,33.10,33.15,yearly_2019.zip,0.8615378316,28.732287,28.732287,28.516902,28.559979,OK
20190920,4916,事欣科,80100,33.15,33.25,33.00,33.05,yearly_2019.zip,0.8615378316,28.559979,28.646133,28.430748,28.473825,OK
20190923,4916,事欣科,111301,32.95,33.25,32.85,33.00,yearly_2019.zip,0.8615378316,28.387672,28.646133,28.301518,28.430748,OK
20190924,4916,事欣科,105200,33.00,33.15,32.90,33.10,yearly_2019.zip,0.8615378316,28.430748,28.559979,28.344595,28.516902,OK
20190925,4916,事欣科,1014102,33.15,33.80,32.85,33.60,yearly_2019.zip,0.8615378316,28.559979,29.119979,28.301518,28.947671,OK
20190926,4916,事欣科,232507,33.90,33.95,33.35,33.35,yearly_2019.zip,0.8615378316,29.206132,29.249209,28.732287,28.732287,OK
20190927,4916,事欣科,218001,33.40,33.40,32.80,32.85,yearly_2019.zip,0.8615378316,28.775364,28.775364,28.258441,28.301518,OK
20191001,4916,事欣科,67000,33.65,33.65,33.10,33.10,yearly_2019.zip,0.8615378316,28.990748,28.990748,28.516902,28.516902,OK
20191002,4916,事欣科,109676,32.85,33.30,32.85,33.30,yearly_2019.zip,0.8615378316,28.301518,28.689210,28.301518,28.689210,OK
20191003,4916,事欣科,133007,32.90,33.60,32.90,33.45,yearly_2019.zip,0.8615378316,28.344595,28.947671,28.344595,28.818440,OK
20191004,4916,事欣科,195700,33.70,33.75,33.25,33.65,yearly_2019.zip,0.8615378316,29.033825,29.076902,28.646133,28.990748,OK
20191007,4916,事欣科,918704,33.85,34.80,33.85,34.75,yearly_2019.zip,0.8615378316,29.163056,29.981517,29.163056,29.938440,OK
20191008,4916,事欣科,435480,35.45,35.45,34.25,34.35,yearly_2019.zip,0.8615378316,30.541516,30.541516,29.507671,29.593825,OK
20191009,4916,事欣科,918362,35.10,35.10,34.80,35.05,yearly_2019.zip,0.8615378316,30.239978,30.239978,29.981517,30.196901,OK
20191014,4916,事欣科,477518,35.25,35.75,34.85,35.00,yearly_2019.zip,0.8615378316,30.369209,30.799977,30.024593,30.153824,OK
20191015,4916,事欣科,394552,35.00,35.30,34.75,35.30,yearly_2019.zip,0.8615378316,30.153824,30.412285,29.938440,30.412285,OK
20191016,4916,事欣科,285490,35.35,35.50,35.15,35.20,yearly_2019.zip,0.8615378316,30.455362,30.584593,30.283055,30.326132,OK
20191017,4916,事欣科,248541,34.90,35.50,34.90,35.35,yearly_2019.zip,0.8615378316,30.067670,30.584593,30.067670,30.455362,OK
20191018,4916,事欣科,169356,35.35,35.50,35.15,35.40,yearly_2019.zip,0.8615378316,30.455362,30.584593,30.283055,30.498439,OK
20191021,4916,事欣科,259501,35.35,35.40,35.10,35.10,yearly_2019.zip,0.8615378316,30.455362,30.498439,30.239978,30.239978,OK
20191022,4916,事欣科,186351,35.25,35.30,34.80,34.90,yearly_2019.zip,0.8615378316,30.369209,30.412285,29.981517,30.067670,OK
20191023,4916,事欣科,236102,34.90,35.05,34.65,34.85,yearly_2019.zip,0.8615378316,30.067670,30.196901,29.852286,30.024593,OK
20191024,4916,事欣科,163783,34.90,35.05,34.70,34.85,yearly_2019.zip,0.8615378316,30.067670,30.196901,29.895363,30.024593,OK
20191025,4916,事欣科,211531,34.95,35.20,34.90,35.05,yearly_2019.zip,0.8615378316,30.110747,30.326132,30.067670,30.196901,OK
20191028,4916,事欣科,928690,35.15,36.20,35.15,35.90,yearly_2019.zip,0.8615378316,30.283055,31.187670,30.283055,30.929208,OK
20191029,4916,事欣科,416419,36.25,36.25,35.45,35.50,yearly_2019.zip,0.8615378316,31.230746,31.230746,30.541516,30.584593,OK
20191030,4916,事欣科,214024,35.45,35.70,35.35,35.65,yearly_2019.zip,0.8615378316,30.541516,30.756901,30.455362,30.713824,OK
20191031,4916,事欣科,345282,35.55,36.10,35.30,35.50,yearly_2019.zip,0.8615378316,30.627670,31.101516,30.412285,30.584593,OK
20191101,4916,事欣科,143406,35.50,35.70,35.35,35.65,yearly_2019.zip,0.8615378316,30.584593,30.756901,30.455362,30.713824,OK
20191104,4916,事欣科,560125,35.75,36.35,35.65,36.25,yearly_2019.zip,0.8615378316,30.799977,31.316900,30.713824,31.230746,OK
20191105,4916,事欣科,287500,36.35,36.40,35.85,35.95,yearly_2019.zip,0.8615378316,31.316900,31.359977,30.886131,30.972285,OK
20191106,4916,事欣科,326700,36.20,36.35,35.70,35.85,yearly_2019.zip,0.8615378316,31.187670,31.316900,30.756901,30.886131,OK
20191107,4916,事欣科,390452,36.05,36.30,35.85,36.25,yearly_2019.zip,0.8615378316,31.058439,31.273823,30.886131,31.230746,OK
20191108,4916,事欣科,321101,36.40,36.40,35.90,36.00,yearly_2019.zip,0.8615378316,31.359977,31.359977,30.929208,31.015362,OK
20191111,4916,事欣科,473048,36.10,36.10,35.10,35.35,yearly_2019.zip,0.8615378316,31.101516,31.101516,30.239978,30.455362,OK
20191112,4916,事欣科,730401,35.35,36.35,35.35,36.35,yearly_2019.zip,0.8615378316,30.455362,31.316900,30.455362,31.316900,OK
20191113,4916,事欣科,3143535,35.60,35.60,34.00,34.15,yearly_2019.zip,0.8615378316,30.670747,30.670747,29.292286,29.421517,OK
20191114,4916,事欣科,729449,34.50,34.50,33.50,33.80,yearly_2019.zip,0.8615378316,29.723055,29.723055,28.861517,29.119979,OK
20191115,4916,事欣科,429980,33.90,34.10,33.60,33.70,yearly_2019.zip,0.8615378316,29.206132,29.378440,28.947671,29.033825,OK
20191118,4916,事欣科,420001,34.05,34.05,33.45,33.80,yearly_2019.zip,0.8615378316,29.335363,29.335363,28.818440,29.119979,OK
20191119,4916,事欣科,568599,33.85,34.00,33.65,33.75,yearly_2019.zip,0.8615378316,29.163056,29.292286,28.990748,29.076902,OK
20191120,4916,事欣科,355501,33.90,33.90,33.60,33.75,yearly_2019.zip,0.8615378316,29.206132,29.206132,28.947671,29.076902,OK
20191121,4916,事欣科,341001,33.75,33.85,33.55,33.65,yearly_2019.zip,0.8615378316,29.076902,29.163056,28.904594,28.990748,OK
20191122,4916,事欣科,425800,33.55,33.80,33.40,33.40,yearly_2019.zip,0.8615378316,28.904594,29.119979,28.775364,28.775364,OK
20191125,4916,事欣科,296001,33.75,34.00,33.40,34.00,yearly_2019.zip,0.8615378316,29.076902,29.292286,28.775364,29.292286,OK
20191126,4916,事欣科,557568,34.15,34.45,34.10,34.20,yearly_2019.zip,0.8615378316,29.421517,29.679978,29.378440,29.464594,OK
20191127,4916,事欣科,701621,34.30,34.80,34.30,34.60,yearly_2019.zip,0.8615378316,29.550748,29.981517,29.550748,29.809209,OK
20191128,4916,事欣科,181409,34.80,34.80,34.25,34.35,yearly_2019.zip,0.8615378316,29.981517,29.981517,29.507671,29.593825,OK
20191129,4916,事欣科,239356,34.50,34.50,34.00,34.00,yearly_2019.zip,0.8615378316,29.723055,29.723055,29.292286,29.292286,OK
20191202,4916,事欣科,225128,34.00,34.05,33.70,33.75,yearly_2019.zip,0.8615378316,29.292286,29.335363,29.033825,29.076902,OK
20191203,4916,事欣科,137200,33.70,33.80,33.70,33.80,yearly_2019.zip,0.8615378316,29.033825,29.119979,29.033825,29.119979,OK
20191204,4916,事欣科,132300,33.95,33.95,33.60,33.65,yearly_2019.zip,0.8615378316,29.249209,29.249209,28.947671,28.990748,OK
20191205,4916,事欣科,195100,33.70,34.10,33.70,33.75,yearly_2019.zip,0.8615378316,29.033825,29.378440,29.033825,29.076902,OK
20191206,4916,事欣科,89829,33.80,33.95,33.75,33.90,yearly_2019.zip,0.8615378316,29.119979,29.249209,29.076902,29.206132,OK
20191209,4916,事欣科,180702,34.00,34.10,33.70,33.95,yearly_2019.zip,0.8615378316,29.292286,29.378440,29.033825,29.249209,OK
20191210,4916,事欣科,261290,34.20,34.20,33.95,34.10,yearly_2019.zip,0.8615378316,29.464594,29.464594,29.249209,29.378440,OK
20191211,4916,事欣科,253700,34.10,34.25,33.85,34.00,yearly_2019.zip,0.8615378316,29.378440,29.507671,29.163056,29.292286,OK
20191212,4916,事欣科,327731,34.10,34.10,33.80,33.80,yearly_2019.zip,0.8615378316,29.378440,29.378440,29.119979,29.119979,OK
20191213,4916,事欣科,543100,34.00,34.40,33.80,33.80,yearly_2019.zip,0.8615378316,29.292286,29.636901,29.119979,29.119979,OK
20191216,4916,事欣科,146303,34.00,34.05,33.75,33.85,yearly_2019.zip,0.8615378316,29.292286,29.335363,29.076902,29.163056,OK
20191217,4916,事欣科,280903,33.85,34.00,33.80,33.80,yearly_2019.zip,0.8615378316,29.163056,29.292286,29.119979,29.119979,OK
20191218,4916,事欣科,190250,34.00,34.00,33.75,33.90,yearly_2019.zip,0.8615378316,29.292286,29.292286,29.076902,29.206132,OK
20191219,4916,事欣科,191200,33.95,34.00,33.70,33.75,yearly_2019.zip,0.8615378316,29.249209,29.292286,29.033825,29.076902,OK
20191220,4916,事欣科,294915,33.80,34.20,33.70,34.15,yearly_2019.zip,0.8615378316,29.119979,29.464594,29.033825,29.421517,OK
20191223,4916,事欣科,548299,34.15,34.60,34.15,34.45,yearly_2019.zip,0.8615378316,29.421517,29.809209,29.421517,29.679978,OK
20191224,4916,事欣科,334209,34.55,34.65,34.15,34.25,yearly_2019.zip,0.8615378316,29.766132,29.852286,29.421517,29.507671,OK
20191225,4916,事欣科,102201,34.60,34.60,34.20,34.30,yearly_2019.zip,0.8615378316,29.809209,29.809209,29.464594,29.550748,OK
20191226,4916,事欣科,205407,34.40,34.45,33.90,34.05,yearly_2019.zip,0.8615378316,29.636901,29.679978,29.206132,29.335363,OK
20191227,4916,事欣科,234091,34.25,34.25,33.95,34.10,yearly_2019.zip,0.8615378316,29.507671,29.507671,29.249209,29.378440,OK
20191230,4916,事欣科,257706,34.05,34.15,33.85,33.85,yearly_2019.zip,0.8615378316,29.335363,29.421517,29.163056,29.163056,OK
20191231,4916,事欣科,165421,33.85,34.10,33.85,34.05,yearly_2019.zip,0.8615378316,29.163056,29.378440,29.163056,29.335363,OK
20200102,4916,事欣科,254232,34.10,34.40,34.10,34.30,yearly_2020.zip,0.8615378316,29.378440,29.636901,29.378440,29.550748,OK
20200103,4916,事欣科,319484,34.30,34.40,34.05,34.10,yearly_2020.zip,0.8615378316,29.550748,29.636901,29.335363,29.378440,OK
20200106,4916,事欣科,286529,33.95,34.00,33.55,33.55,yearly_2020.zip,0.8615378316,29.249209,29.292286,28.904594,28.904594,OK
20200107,4916,事欣科,363900,33.60,33.75,33.20,33.25,yearly_2020.zip,0.8615378316,28.947671,29.076902,28.603056,28.646133,OK
20200108,4916,事欣科,373004,33.25,33.25,32.30,32.35,yearly_2020.zip,0.8615378316,28.646133,28.646133,27.827672,27.870749,OK
20200109,4916,事欣科,107000,32.75,32.90,32.55,32.75,yearly_2020.zip,0.8615378316,28.215364,28.344595,28.043056,28.215364,OK
20200110,4916,事欣科,88602,33.15,33.15,32.75,32.90,yearly_2020.zip,0.8615378316,28.559979,28.559979,28.215364,28.344595,OK
20200113,4916,事欣科,228501,32.90,33.00,32.70,32.90,yearly_2020.zip,0.8615378316,28.344595,28.430748,28.172287,28.344595,OK
20200114,4916,事欣科,146250,32.70,33.15,32.70,33.00,yearly_2020.zip,0.8615378316,28.172287,28.559979,28.172287,28.430748,OK
20200115,4916,事欣科,128001,32.95,33.10,32.85,32.85,yearly_2020.zip,0.8615378316,28.387672,28.516902,28.301518,28.301518,OK
20200116,4916,事欣科,108502,32.95,33.00,32.80,32.90,yearly_2020.zip,0.8615378316,28.387672,28.430748,28.258441,28.344595,OK
20200117,4916,事欣科,165064,33.25,33.25,32.90,33.05,yearly_2020.zip,0.8615378316,28.646133,28.646133,28.344595,28.473825,OK
20200120,4916,事欣科,108100,33.10,33.15,32.90,32.95,yearly_2020.zip,0.8615378316,28.516902,28.559979,28.344595,28.387672,OK
20200130,4916,事欣科,556161,30.25,31.00,29.75,30.00,yearly_2020.zip,0.8615378316,26.061519,26.707673,25.630750,25.846135,OK
20200131,4916,事欣科,299302,29.80,30.40,29.75,30.30,yearly_2020.zip,0.8615378316,25.673827,26.190750,25.630750,26.104596,OK
20200203,4916,事欣科,473596,28.10,29.00,28.05,28.85,yearly_2020.zip,0.8615378316,24.209213,24.984597,24.166136,24.855366,OK
20200204,4916,事欣科,208001,28.90,29.55,28.90,29.40,yearly_2020.zip,0.8615378316,24.898443,25.458443,24.898443,25.329212,OK
20200205,4916,事欣科,392201,29.75,30.35,29.45,30.00,yearly_2020.zip,0.8615378316,25.630750,26.147673,25.372289,25.846135,OK
20200206,4916,事欣科,204007,30.35,30.55,30.30,30.45,yearly_2020.zip,0.8615378316,26.147673,26.319981,26.104596,26.233827,OK
20200207,4916,事欣科,227090,30.35,30.35,29.60,29.80,yearly_2020.zip,0.8615378316,26.147673,26.147673,25.501520,25.673827,OK
20200210,4916,事欣科,112900,29.50,29.70,29.30,29.55,yearly_2020.zip,0.8615378316,25.415366,25.587674,25.243058,25.458443,OK
20200211,4916,事欣科,318024,28.90,29.50,28.90,29.20,yearly_2020.zip,0.8615378316,24.898443,25.415366,24.898443,25.156905,OK
20200212,4916,事欣科,215301,29.30,29.60,29.25,29.55,yearly_2020.zip,0.8615378316,25.243058,25.501520,25.199982,25.458443,OK
20200213,4916,事欣科,219100,29.75,29.95,29.45,29.50,yearly_2020.zip,0.8615378316,25.630750,25.803058,25.372289,25.415366,OK
20200214,4916,事欣科,163101,29.35,29.65,29.35,29.60,yearly_2020.zip,0.8615378316,25.286135,25.544597,25.286135,25.501520,OK
20200217,4916,事欣科,191503,29.45,29.45,29.25,29.30,yearly_2020.zip,0.8615378316,25.372289,25.372289,25.199982,25.243058,OK
20200218,4916,事欣科,171899,29.30,29.30,29.00,29.20,yearly_2020.zip,0.8615378316,25.243058,25.243058,24.984597,25.156905,OK
20200219,4916,事欣科,203443,29.20,29.80,29.20,29.70,yearly_2020.zip,0.8615378316,25.156905,25.673827,25.156905,25.587674,OK
20200220,4916,事欣科,158816,29.90,29.90,29.45,29.65,yearly_2020.zip,0.8615378316,25.759981,25.759981,25.372289,25.544597,OK
20200221,4916,事欣科,117018,29.60,29.70,29.40,29.45,yearly_2020.zip,0.8615378316,25.501520,25.587674,25.329212,25.372289,OK
20200224,4916,事欣科,233039,29.30,29.40,29.10,29.20,yearly_2020.zip,0.8615378316,25.243058,25.329212,25.070751,25.156905,OK
20200225,4916,事欣科,147200,28.85,29.00,28.60,28.90,yearly_2020.zip,0.8615378316,24.855366,24.984597,24.639982,24.898443,OK
20200226,4916,事欣科,155400,28.80,29.35,28.55,28.85,yearly_2020.zip,0.8615378316,24.812290,25.286135,24.596905,24.855366,OK
20200227,4916,事欣科,275222,29.05,29.05,28.50,28.50,yearly_2020.zip,0.8615378316,25.027674,25.027674,24.553828,24.553828,OK
20200302,4916,事欣科,302408,28.10,28.75,27.90,28.20,yearly_2020.zip,0.8615378316,24.209213,24.769213,24.036906,24.295367,OK
20200303,4916,事欣科,199240,28.60,28.90,28.60,28.70,yearly_2020.zip,0.8615378316,24.639982,24.898443,24.639982,24.726136,OK
20200304,4916,事欣科,78278,28.90,28.90,28.50,28.55,yearly_2020.zip,0.8615378316,24.898443,24.898443,24.553828,24.596905,OK
20200305,4916,事欣科,246201,28.80,29.15,28.65,28.95,yearly_2020.zip,0.8615378316,24.812290,25.113828,24.683059,24.941520,OK
20200306,4916,事欣科,109017,28.95,28.95,28.65,28.80,yearly_2020.zip,0.8615378316,24.941520,24.941520,24.683059,24.812290,OK
20200309,4916,事欣科,2299709,29.50,30.70,29.25,29.70,yearly_2020.zip,0.8615378316,25.415366,26.449211,25.199982,25.587674,OK
20200310,4916,事欣科,749601,29.20,30.50,29.20,30.15,yearly_2020.zip,0.8615378316,25.156905,26.276904,25.156905,25.975366,OK
20200311,4916,事欣科,351310,30.35,30.45,29.50,29.70,yearly_2020.zip,0.8615378316,26.147673,26.233827,25.415366,25.587674,OK
20200312,4916,事欣科,516105,29.90,29.90,28.65,28.70,yearly_2020.zip,0.8615378316,25.759981,25.759981,24.683059,24.726136,OK
20200313,4916,事欣科,1679372,26.70,26.90,25.85,26.15,yearly_2020.zip,0.8615378316,23.003060,23.175368,22.270753,22.529214,OK
20200316,4916,事欣科,830322,26.60,26.65,24.85,25.10,yearly_2020.zip,0.8615378316,22.916906,22.959983,21.409215,21.624600,OK
20200317,4916,事欣科,740937,24.00,24.55,23.00,23.60,yearly_2020.zip,0.8615378316,20.676908,21.150754,19.815370,20.332293,OK
20200318,4916,事欣科,549015,23.10,23.60,22.65,22.65,yearly_2020.zip,0.8615378316,19.901524,20.332293,19.513832,19.513832,OK
20200319,4916,事欣科,1168186,21.00,22.15,20.40,20.40,yearly_2020.zip,0.8615378316,18.092294,19.083063,17.575372,17.575372,OK
20200320,4916,事欣科,542100,21.00,21.75,21.00,21.70,yearly_2020.zip,0.8615378316,18.092294,18.738448,18.092294,18.695371,OK
20200323,4916,事欣科,249905,21.00,21.25,20.70,20.90,yearly_2020.zip,0.8615378316,18.092294,18.307679,17.833833,18.006141,OK
20200324,4916,事欣科,363205,21.30,22.00,21.30,21.80,yearly_2020.zip,0.8615378316,18.350756,18.953832,18.350756,18.781525,OK
20200325,4916,事欣科,422201,22.80,23.25,22.60,23.00,yearly_2020.zip,0.8615378316,19.643063,20.030755,19.470755,19.815370,OK
20200326,4916,事欣科,255119,23.20,23.60,22.60,23.60,yearly_2020.zip,0.8615378316,19.987678,20.332293,19.470755,20.332293,OK
20200327,4916,事欣科,441422,24.20,24.50,23.45,23.70,yearly_2020.zip,0.8615378316,20.849216,21.107677,20.203062,20.418447,OK
20200330,4916,事欣科,435046,23.10,23.75,22.20,23.75,yearly_2020.zip,0.8615378316,19.901524,20.461524,19.126140,20.461524,OK
20200331,4916,事欣科,503000,24.15,24.50,23.80,24.00,yearly_2020.zip,0.8615378316,20.806139,21.107677,20.504600,20.676908,OK
20200401,4916,事欣科,424100,24.10,24.90,24.00,24.55,yearly_2020.zip,0.8615378316,20.763062,21.452292,20.676908,21.150754,OK
20200406,4916,事欣科,375211,24.90,24.90,24.10,24.50,yearly_2020.zip,0.8615378316,21.452292,21.452292,20.763062,21.107677,OK
20200407,4916,事欣科,397010,24.75,25.05,24.65,24.80,yearly_2020.zip,0.8615378316,21.323061,21.581523,21.236908,21.366138,OK
20200408,4916,事欣科,484011,24.85,25.50,24.70,25.50,yearly_2020.zip,0.8615378316,21.409215,21.969215,21.279984,21.969215,OK
20200409,4916,事欣科,404006,25.85,26.10,25.45,25.75,yearly_2020.zip,0.8615378316,22.270753,22.486137,21.926138,22.184599,OK
20200410,4916,事欣科,346296,25.95,25.95,25.30,25.60,yearly_2020.zip,0.8615378316,22.356907,22.356907,21.796907,22.055368,OK
20200413,4916,事欣科,215200,25.75,25.75,25.30,25.55,yearly_2020.zip,0.8615378316,22.184599,22.184599,21.796907,22.012292,OK
20200414,4916,事欣科,401301,25.60,26.05,25.60,26.00,yearly_2020.zip,0.8615378316,22.055368,22.443061,22.055368,22.399984,OK
20200415,4916,事欣科,1767600,26.85,27.35,26.40,26.50,yearly_2020.zip,0.8615378316,23.132291,23.563060,22.744599,22.830753,OK
20200416,4916,事欣科,484223,26.30,26.70,26.10,26.60,yearly_2020.zip,0.8615378316,22.658445,23.003060,22.486137,22.916906,OK
20200417,4916,事欣科,737400,26.85,27.00,26.40,26.45,yearly_2020.zip,0.8615378316,23.132291,23.261521,22.744599,22.787676,OK
20200420,4916,事欣科,388101,26.60,26.75,26.25,26.70,yearly_2020.zip,0.8615378316,22.916906,23.046137,22.615368,23.003060,OK
20200421,4916,事欣科,619002,26.55,26.70,26.00,26.00,yearly_2020.zip,0.8615378316,22.873829,23.003060,22.399984,22.399984,OK
20200422,4916,事欣科,300537,25.80,26.40,25.30,26.20,yearly_2020.zip,0.8615378316,22.227676,22.744599,21.796907,22.572291,OK
20200423,4916,事欣科,247138,26.50,26.80,26.20,26.30,yearly_2020.zip,0.8615378316,22.830753,23.089214,22.572291,22.658445,OK
20200424,4916,事欣科,232300,26.30,26.40,26.10,26.20,yearly_2020.zip,0.8615378316,22.658445,22.744599,22.486137,22.572291,OK
20200427,4916,事欣科,522101,26.30,26.80,26.20,26.60,yearly_2020.zip,0.8615378316,22.658445,23.089214,22.572291,22.916906,OK
20200428,4916,事欣科,302101,26.95,26.95,26.65,26.70,yearly_2020.zip,0.8615378316,23.218445,23.218445,22.959983,23.003060,OK
20200429,4916,事欣科,397100,26.70,26.90,26.70,26.80,yearly_2020.zip,0.8615378316,23.003060,23.175368,23.003060,23.089214,OK
20200430,4916,事欣科,643294,26.95,27.10,26.85,27.10,yearly_2020.zip,0.8615378316,23.218445,23.347675,23.132291,23.347675,OK
20200504,4916,事欣科,429245,26.65,26.75,26.50,26.65,yearly_2020.zip,0.8615378316,22.959983,23.046137,22.830753,22.959983,OK
